Country,EdLevel,YearsCodePro,Salary
United States of America,Master's Degree,6.0,55000.0
United States of America,Less than Bachelor's Degree,2.0,35000.0
United States of America,Bachelor's Degree,8.0,135000.0
United States of America,Less than Bachelor's Degree,3.0,70000.0
United States of America,Less than Bachelor's Degree,5.0,88000.0
United States of America,Less than Bachelor's Degree,5.0,145000.0
United States of America,Master's Degree,5.0,138114.0
United States of America,Bachelor's Degree,10.0,130000.0
United States of America,Bachelor's Degree,2.0,126000.0
United States of America,Master's Degree,6.0,195000.0
United States of America,Bachelor's Degree,4.0,187000.0
United States of America,Master's Degree,3.0,95000.0
United States of America,Bachelor's Degree,9.0,98000.0
United States of America,Bachelor's Degree,6.0,175000.0
United States of America,Less than Bachelor's Degree,4.0,75000.0
United States of America,Bachelor's Degree,8.0,115000.0
United States of America,Bachelor's Degree,7.0,108000.0
United States of America,Master's Degree,2.0,120000.0
United States of America,Master's Degree,5.0,55000.0
United States of America,Bachelor's Degree,2.0,150000.0
United States of America,Master's Degree,5.0,98000.0
United States of America,Bachelor's Degree,10.0,67000.0
United States of America,Less than Bachelor's Degree,10.0,110000.0
United States of America,Bachelor's Degree,4.0,140000.0
United States of America,Bachelor's Degree,2.0,130000.0
United States of America,Bachelor's Degree,0.5,80000.0
United States of America,Bachelor's Degree,4.0,128000.0
United States of America,Bachelor's Degree,3.0,52000.0
United States of America,Bachelor's Degree,0.5,85000.0
United States of America,Master's Degree,2.0,90000.0
United States of America,Bachelor's Degree,3.0,78153.0
United States of America,Bachelor's Degree,10.0,100000.0
United States of America,Bachelor's Degree,5.0,70000.0
United States of America,Bachelor's Degree,8.0,84556.0
United States of America,Master's Degree,4.0,86000.0
United States of America,Less than Bachelor's Degree,10.0,150000.0
United States of America,Bachelor's Degree,4.0,34000.0
United States of America,Bachelor's Degree,7.0,165000.0
United States of America,Bachelor's Degree,7.0,90800.0
United States of America,Less than Bachelor's Degree,5.0,104000.0
United States of America,Less than Bachelor's Degree,4.0,95000.0
United States of America,Bachelor's Degree,7.0,85000.0
United States of America,Bachelor's Degree,1.0,85000.0
