,Country,EdLevel,YearsCodePro,Salary
4870,4,0,2.0,59454.0
4871,4,0,7.0,39360.0
4872,4,1,0.5,12972.0
4873,4,1,0.5,38915.0
4874,4,0,7.0,58368.0
4875,4,2,5.0,59454.0
4876,4,2,5.0,52536.0
4877,4,0,4.0,42156.0
4878,4,1,5.0,42804.0
4879,4,2,4.0,54049.0
4880,4,2,8.0,60535.0
4881,4,0,6.0,48104.0
4882,4,0,7.0,59454.0
4883,4,2,0.5,58368.0
4884,4,2,5.0,59454.0
4885,4,3,6.0,78912.0
4886,4,0,1.0,103774.0
4887,4,2,10.0,81074.0
4888,4,2,5.0,97288.0
4889,4,0,2.0,22056.0
4890,4,3,3.0,35028.0
4891,4,1,4.0,72426.0
4892,4,3,1.0,64859.0
4893,4,0,6.0,22056.0
4894,4,0,5.0,91883.0
4895,4,1,6.0,56211.0
4896,4,0,3.0,36324.0
4897,4,2,1.0,44748.0
4898,4,0,5.0,48644.0
4899,4,2,7.0,77831.0
4900,4,2,8.0,64859.0
4901,4,0,6.0,54049.0
4902,4,1,3.0,37834.0
4903,4,0,4.0,29796.0
4904,4,0,5.0,86478.0
4905,4,1,1.0,40212.0
4906,4,0,0.5,50266.0
4907,4,2,8.0,71345.0
4908,4,0,1.0,50806.0
4909,4,2,1.0,25944.0
4910,4,0,7.0,51887.0
4911,4,1,3.0,45396.0
4912,4,2,2.0,24648.0
4913,4,2,1.0,69183.0
4914,4,2,4.0,108098.0
4915,4,2,10.0,45396.0
4916,4,1,2.0,49716.0
4917,4,3,4.0,56748.0
4918,4,1,3.0,35676.0
4919,4,1,6.0,58368.0
4920,4,2,3.0,32424.0
4921,4,1,4.0,47361.0
4922,4,1,10.0,56427.0
4923,4,1,2.0,45401.0
4924,4,1,1.0,45401.0
4925,4,0,1.0,58368.0
4926,4,1,5.0,49944.0
4927,4,1,7.0,48000.0
4928,4,0,9.0,104855.0
4929,4,1,6.0,36324.0
4930,4,2,1.0,51887.0
4931,5,0,1.0,1512.0
4932,5,0,2.0,5585.0
4933,5,0,4.0,21676.0
4934,5,1,10.0,16416.0
4935,5,0,8.0,29320.0
4936,5,0,0.5,6981.0
4937,5,0,0.5,8376.0
4938,5,0,2.0,25128.0
4939,5,0,7.0,31332.0
4940,5,2,3.0,40489.0
4941,5,0,3.0,9773.0
4942,5,2,6.0,8040.0
4943,5,0,10.0,29320.0
4944,5,0,1.0,20943.0
4945,5,2,2.0,10728.0
4946,5,0,5.0,16475.0
4947,5,2,7.0,18848.0
4948,5,0,1.0,5585.0
4949,5,0,7.0,21641.0
4950,5,0,1.0,8042.0
4951,5,2,6.0,12564.0
4952,5,0,2.0,11169.0
4953,5,0,4.0,30716.0
4954,5,3,10.0,13962.0
4955,5,0,1.0,5585.0
4956,5,0,5.0,7679.0
4957,5,0,5.0,13962.0
4958,5,0,6.0,20940.0
4959,5,0,3.0,26527.0
4960,5,0,2.0,5864.0
4961,5,0,10.0,30018.0
4962,5,0,3.0,7200.0
4963,5,0,2.0,3770.0
4964,5,0,2.0,15682.0
4965,5,2,7.0,16080.0
4966,5,0,1.0,5868.0
4967,5,0,8.0,29320.0
4968,5,2,9.0,44678.0
4969,5,0,6.0,34904.0
4970,5,0,3.0,7679.0
4971,5,0,1.0,6696.0
4972,5,0,2.0,2508.0
4973,5,0,9.0,25128.0
4974,5,0,2.0,3686.0
4975,5,0,0.5,9773.0
4976,5,0,5.0,8517.0
4977,5,0,1.0,25131.0
4978,5,2,10.0,25131.0
4979,5,0,4.0,12230.0
4980,5,0,8.0,36300.0
4981,5,0,6.0,37000.0
4982,5,0,4.0,33504.0
4983,5,0,2.0,23735.0
4984,5,0,2.0,18848.0
4985,5,0,4.0,27923.0
4986,5,0,6.0,16754.0
4987,5,0,5.0,10052.0
4988,5,1,8.0,27923.0
4989,5,0,1.0,6981.0
4990,5,0,4.0,6283.0
4991,5,0,2.0,6696.0
4992,5,0,0.5,3490.0
4993,5,0,3.0,12564.0
4994,5,1,8.0,16754.0
4995,5,0,4.0,8040.0
4996,5,2,8.0,5868.0
4997,5,0,5.0,11169.0
4998,5,0,3.0,10792.0
4999,5,0,8.0,38129.0
5000,5,2,2.0,12566.0
5001,5,0,2.0,8656.0
5002,5,0,5.0,28622.0
5003,5,0,3.0,25131.0
5004,5,0,5.0,16752.0
5005,5,1,9.0,17033.0
5006,5,1,2.0,3348.0
5007,5,0,7.0,11724.0
5008,5,2,3.0,7958.0
5009,5,0,3.0,9075.0
5010,5,2,10.0,17452.0
5011,5,0,0.5,25131.0
5012,5,0,4.0,6981.0
5013,5,0,3.0,8726.0
5014,5,2,7.0,15084.0
5015,5,0,3.0,16754.0
5016,5,2,5.0,7679.0
5017,5,1,5.0,9216.0
5018,5,1,1.0,6841.0
5019,5,0,1.0,11724.0
5020,5,2,6.0,25131.0
5021,5,0,3.0,11169.0
5022,5,0,3.0,9773.0
5023,5,0,1.0,5616.0
5024,5,0,6.0,26527.0
5025,5,2,8.0,34904.0
5026,5,2,0.5,2508.0
5027,5,0,5.0,7051.0
5028,5,0,7.0,13962.0
5029,5,0,0.5,20943.0
5030,5,0,2.0,7679.0
5031,5,1,0.5,1680.0
5032,5,0,0.5,2016.0
5033,5,0,3.0,5028.0
5034,5,0,4.0,27923.0
5035,5,0,4.0,5700.0
5036,5,0,2.0,3684.0
5037,5,0,2.0,5028.0
5038,5,0,3.0,4188.0
5039,5,0,4.0,13962.0
5040,5,2,3.0,12901.0
5041,5,1,5.0,18150.0
5042,5,2,7.0,11724.0
5043,5,0,4.0,11169.0
5044,5,2,2.0,1680.0
5045,5,0,3.0,13962.0
5046,5,0,2.0,4656.0
5047,5,0,4.0,32112.0
5048,5,0,5.0,11588.0
5049,5,0,7.0,28901.0
5050,5,2,4.0,27923.0
5051,5,0,7.0,16754.0
5052,5,2,1.0,20244.0
5053,5,0,6.0,9773.0
5054,5,2,3.0,8377.0
5055,5,0,3.0,5194.0
5056,5,2,3.0,40489.0
5057,5,2,6.0,6372.0
5058,5,0,2.0,25131.0
5059,5,0,5.0,41885.0
5060,5,0,1.0,12418.0
5061,5,1,2.0,6757.0
5062,5,3,1.0,4356.0
5063,5,0,3.0,16754.0
5064,5,0,2.0,29320.0
5065,5,0,4.0,20100.0
5066,5,0,7.0,10896.0
5067,5,2,7.0,25131.0
5068,5,1,2.0,1680.0
5069,5,0,4.0,6036.0
5070,5,2,2.0,5646.0
5071,5,0,2.0,8376.0
5072,5,1,2.0,4189.0
5073,5,1,9.0,2508.0
5074,5,2,3.0,6696.0
5075,5,0,2.0,7679.0
5076,5,0,0.5,16080.0
5077,5,0,9.0,37697.0
5078,5,0,1.0,5236.0
5079,5,2,5.0,10471.0
5080,5,0,3.0,13962.0
5081,5,0,8.0,38532.0
5082,5,0,1.0,7679.0
5083,5,2,0.5,1680.0
5084,5,0,0.5,19128.0
5085,5,1,6.0,12000.0
5086,5,0,5.0,44064.0
5087,5,0,4.0,7200.0
5088,5,0,6.0,20663.0
5089,5,0,2.0,8376.0
5090,5,0,5.0,41880.0
5091,5,2,3.0,32112.0
5092,5,0,5.0,1885.0
5093,5,0,2.0,10471.0
5094,5,0,2.0,13962.0
5095,5,0,8.0,13403.0
5096,5,0,2.0,28622.0
5097,5,0,2.0,6981.0
5098,5,2,0.5,22339.0
5099,5,0,2.0,7679.0
5100,5,2,5.0,9773.0
5101,5,0,2.0,5028.0
5102,5,0,3.0,7284.0
5103,5,0,2.0,8908.0
5104,5,0,2.0,8377.0
5105,5,1,5.0,12566.0
5106,5,0,2.0,5616.0
5107,5,0,7.0,41885.0
5108,5,0,6.0,18150.0
5109,5,0,2.0,5532.0
5110,5,0,2.0,7000.0
5111,5,0,2.0,5028.0
5112,5,0,2.0,13445.0
5113,5,0,5.0,10056.0
5114,5,0,0.5,36300.0
5115,5,0,4.0,39093.0
5116,5,0,1.0,3348.0
5117,5,0,5.0,20943.0
5118,5,0,7.0,13956.0
5119,5,0,4.0,11724.0
5120,5,1,1.0,11724.0
5121,5,2,1.0,6981.0
5122,5,0,3.0,8377.0
5123,5,0,6.0,25128.0
5124,5,0,9.0,6981.0
5125,5,0,0.5,16817.0
5126,5,0,3.0,6696.0
5127,5,0,6.0,20105.0
5128,5,0,3.0,19546.0
5129,5,2,6.0,12060.0
5130,5,0,10.0,7000.0
5131,5,0,5.0,8377.0
5132,5,0,10.0,13962.0
5133,5,0,3.0,22339.0
5134,5,0,2.0,13962.0
5135,5,0,3.0,6696.0
5136,5,0,5.0,12567.0
5137,5,0,5.0,10122.0
5138,5,0,0.5,6646.0
5139,5,0,3.0,25131.0
5140,5,0,8.0,20244.0
5141,5,2,10.0,25131.0
5142,5,2,10.0,22339.0
5143,5,2,10.0,12566.0
5144,5,0,8.0,37697.0
5145,5,0,6.0,16754.0
5146,5,1,0.5,2508.0
5147,5,2,9.0,34904.0
5148,5,0,9.0,14381.0
5149,5,0,9.0,25131.0
5150,5,0,3.0,9773.0
5151,5,0,10.0,25131.0
5152,5,2,6.0,21990.0
5153,5,0,4.0,9075.0
5154,5,0,5.0,30716.0
5155,5,0,8.0,15358.0
5156,5,2,7.0,4189.0
5157,5,0,6.0,12564.0
5158,5,0,2.0,6702.0
5159,5,0,7.0,25131.0
5160,5,0,8.0,13404.0
5161,5,0,5.0,8377.0
5162,5,0,8.0,30716.0
5163,5,0,6.0,13962.0
5164,5,0,2.0,5028.0
5165,5,0,2.0,9382.0
5166,5,0,5.0,7536.0
5167,5,0,4.0,15912.0
5168,5,2,2.0,5585.0
5169,5,2,10.0,19267.0
5170,5,0,5.0,5868.0
5171,5,2,8.0,23735.0
5172,5,0,8.0,13459.0
5173,5,0,4.0,9048.0
5174,5,0,3.0,20943.0
5175,5,1,2.0,16752.0
5176,5,0,8.0,22339.0
5177,5,0,6.0,29180.0
5178,5,0,5.0,7891.0
5179,5,0,5.0,34904.0
5180,5,1,0.5,1680.0
5181,5,2,5.0,8040.0
5182,5,0,2.0,8376.0
5183,5,0,6.0,20943.0
5184,5,1,4.0,8936.0
5185,5,2,3.0,2513.0
5186,5,0,10.0,13962.0
5187,5,2,2.0,5501.0
5188,5,0,3.0,2508.0
5189,5,0,3.0,11169.0
5190,5,0,8.0,37697.0
5191,5,2,9.0,11220.0
5192,5,0,6.0,25131.0
5193,5,0,2.0,5585.0
5194,5,0,8.0,9216.0
5195,5,0,5.0,5696.0
5196,5,0,7.0,19546.0
5197,5,0,4.0,11169.0
5198,5,2,2.0,3120.0
5199,5,0,0.5,5585.0
5200,5,0,3.0,6367.0
5201,5,0,3.0,20943.0
5202,5,0,4.0,11724.0
5203,5,0,2.0,4524.0
5204,5,1,3.0,5028.0
5205,5,0,6.0,20943.0
5206,5,0,2.0,3348.0
5207,5,0,5.0,10471.0
5208,5,0,8.0,18150.0
5209,5,2,10.0,19546.0
5210,5,0,5.0,33504.0
5211,5,0,3.0,5096.0
5212,5,0,2.0,1680.0
5213,5,0,5.0,1675.0
5214,5,0,2.0,11867.0
5215,5,0,1.0,3619.0
5216,5,2,4.0,7536.0
5217,5,2,5.0,9773.0
5218,5,0,0.5,5364.0
5219,5,0,4.0,6696.0
5220,5,0,2.0,25131.0
5221,5,0,1.0,6696.0
5222,5,2,4.0,13962.0
5223,5,0,2.0,5305.0
5224,5,0,2.0,5864.0
5225,5,0,1.0,1536.0
5226,5,0,0.5,3684.0
5227,5,0,3.0,13264.0
5228,5,0,9.0,8376.0
5229,5,0,2.0,5532.0
5230,5,0,3.0,7572.0
5231,5,0,9.0,20943.0
5232,5,2,8.0,16752.0
5233,5,0,4.0,11724.0
5234,5,0,3.0,12566.0
5235,5,0,2.0,3351.0
5236,5,1,2.0,3012.0
5237,5,0,1.0,6981.0
5238,5,0,4.0,10056.0
5239,5,0,9.0,14185.0
5240,5,0,1.0,12566.0
5241,5,0,5.0,12566.0
5242,5,2,2.0,4020.0
5243,5,0,0.5,6981.0
5244,5,0,2.0,6283.0
5245,5,0,5.0,36300.0
5246,5,0,0.5,5712.0
5247,5,0,4.0,8376.0
5248,5,0,2.0,7679.0
5249,5,0,10.0,16754.0
5250,5,2,5.0,15912.0
5251,5,0,5.0,12566.0
5252,5,0,4.0,12564.0
5253,5,0,4.0,6696.0
5254,5,0,1.0,9075.0
5255,5,0,3.0,20943.0
5256,5,0,1.0,14748.0
5257,5,0,5.0,4188.0
5258,5,2,2.0,19546.0
5259,5,0,5.0,19546.0
5260,5,2,7.0,31836.0
5261,5,0,1.0,12566.0
5262,5,2,7.0,34904.0
5263,5,0,1.0,2508.0
5264,5,2,6.0,22339.0
5265,5,2,8.0,8712.0
5266,5,2,8.0,16080.0
5267,5,0,6.0,32112.0
5268,5,2,5.0,16752.0
5269,5,0,10.0,33504.0
5270,5,0,2.0,5026.0
5271,5,2,7.0,33508.0
5272,5,0,2.0,2508.0
5273,5,0,2.0,2508.0
5274,5,2,8.0,25131.0
5275,5,0,3.0,5868.0
5276,5,2,8.0,19546.0
5277,5,1,3.0,6696.0
5278,5,0,2.0,22339.0
5279,5,1,5.0,33508.0
5280,5,0,3.0,8376.0
5281,5,0,6.0,27923.0
5282,5,0,2.0,10052.0
5283,5,2,0.5,16752.0
5284,5,1,8.0,16752.0
5285,5,0,3.0,20943.0
5286,5,0,3.0,16754.0
5287,5,0,6.0,20943.0
5288,5,0,2.0,20943.0
5289,5,2,6.0,1680.0
5290,5,0,2.0,22339.0
5291,5,0,2.0,12566.0
5292,5,0,0.5,8040.0
5293,5,0,6.0,20272.0
5294,5,2,4.0,12566.0
5295,5,0,5.0,7215.0
5296,5,0,2.0,26527.0
5297,5,0,6.0,18150.0
5298,5,2,6.0,33504.0
5299,5,0,1.0,8376.0
5300,5,0,2.0,8712.0
5301,5,0,6.0,21585.0
5302,5,0,1.0,9773.0
5303,5,0,10.0,9717.0
5304,5,2,3.0,10052.0
5305,5,0,3.0,2928.0
5306,5,0,3.0,18432.0
5307,5,0,3.0,36300.0
5308,5,0,2.0,7679.0
5309,5,0,3.0,30156.0
5310,5,0,0.5,11724.0
5311,5,0,2.0,6981.0
5312,5,2,3.0,8712.0
5313,5,2,2.0,5236.0
5314,5,0,0.5,6283.0
5315,5,0,4.0,11728.0
5316,5,0,2.0,3686.0
5317,5,0,5.0,21780.0
5318,5,0,5.0,37697.0
5319,5,2,6.0,9773.0
5320,5,0,9.0,24792.0
5321,5,0,9.0,14897.0
5322,5,0,2.0,3012.0
5323,5,1,6.0,3348.0
5324,5,0,6.0,20943.0
5325,5,2,3.0,5364.0
5326,5,0,6.0,6456.0
5327,5,0,2.0,44678.0
5328,5,0,0.5,5364.0
5329,5,0,5.0,13962.0
5330,5,0,7.0,20943.0
5331,5,0,6.0,20943.0
5332,5,0,2.0,2792.0
5333,5,0,2.0,5794.0
5334,5,0,5.0,24084.0
5335,5,0,0.5,5585.0
5336,5,2,4.0,4356.0
5337,5,0,10.0,27923.0
5338,5,0,3.0,5724.0
5339,5,2,6.0,29320.0
5340,5,0,5.0,7536.0
5341,5,0,2.0,4692.0
5342,5,0,0.5,4887.0
5343,5,0,3.0,22339.0
5344,5,2,6.0,8376.0
5345,5,2,1.0,7679.0
5346,5,1,9.0,12566.0
5347,5,2,6.0,16754.0
5348,5,0,3.0,8376.0
5349,5,1,3.0,27923.0
5350,5,0,3.0,6283.0
5351,5,2,0.5,2508.0
5352,5,0,8.0,16752.0
5353,5,0,8.0,21501.0
5354,5,0,0.5,9773.0
5355,5,0,7.0,8376.0
5356,5,0,10.0,24433.0
5357,5,2,2.0,5196.0
5358,5,0,3.0,15358.0
5359,5,2,1.0,4188.0
5360,5,0,2.0,6283.0
5361,5,0,10.0,25131.0
5362,5,0,2.0,12566.0
5363,5,0,6.0,27993.0
5364,5,0,3.0,8377.0
5365,5,2,4.0,3684.0
5366,5,0,3.0,11169.0
5367,5,2,5.0,10056.0
5368,5,0,8.0,11588.0
5369,5,0,6.0,33508.0
5370,5,2,4.0,6696.0
5371,5,0,4.0,5868.0
5372,5,2,5.0,20940.0
5373,5,0,2.0,16754.0
5374,5,2,3.0,12801.0
5375,5,0,4.0,32112.0
5376,5,0,3.0,11169.0
5377,5,0,3.0,27923.0
5378,5,2,2.0,1176.0
5379,5,0,2.0,9075.0
5380,5,0,1.0,4887.0
5381,5,1,4.0,20943.0
5382,5,0,4.0,15358.0
5383,5,2,7.0,13962.0
5384,5,0,1.0,44064.0
5385,5,0,0.5,18150.0
5386,5,0,0.5,1344.0
5387,5,0,10.0,27923.0
5388,5,0,10.0,32112.0
5389,5,0,4.0,8376.0
5390,5,0,4.0,18150.0
5391,5,0,2.0,10392.0
5392,5,0,6.0,11169.0
5393,5,0,3.0,4188.0
5394,5,0,3.0,20943.0
5395,5,2,2.0,6696.0
5396,5,0,2.0,8377.0
5397,5,0,8.0,25128.0
5398,5,0,6.0,20943.0
5399,5,0,2.0,9773.0
5400,5,0,1.0,23037.0
5401,5,0,1.0,5026.0
5402,5,0,5.0,16752.0
5403,5,0,3.0,16752.0
5404,5,0,6.0,27923.0
5405,5,0,4.0,11169.0
5406,5,0,2.0,11724.0
5407,5,0,3.0,10056.0
5408,5,0,0.5,2653.0
5409,5,2,5.0,5028.0
5410,5,0,2.0,5585.0
5411,5,0,1.0,3348.0
5412,5,2,8.0,27574.0
5413,5,0,3.0,11867.0
5414,5,0,0.5,2653.0
5415,5,2,6.0,16752.0
5416,5,0,2.0,7204.0
5417,5,2,7.0,20943.0
5418,5,0,5.0,13404.0
5419,5,0,4.0,9773.0
5420,5,0,1.0,3684.0
5421,5,0,6.0,11724.0
5422,5,2,2.0,3684.0
5423,5,0,2.0,4356.0
5424,5,0,6.0,25131.0
5425,5,0,8.0,29320.0
5426,5,2,2.0,3980.0
5427,5,0,3.0,4189.0
5428,5,2,7.0,22758.0
5429,5,0,3.0,25131.0
5430,5,0,7.0,30716.0
5431,5,0,1.0,5664.0
5432,5,0,5.0,13956.0
5433,5,0,2.0,11724.0
5434,5,0,6.0,6696.0
5435,5,0,3.0,44678.0
5436,5,0,3.0,5028.0
5437,5,0,2.0,2792.0
5438,5,2,8.0,34904.0
5439,5,0,2.0,16754.0
5440,5,2,6.0,41885.0
5441,5,2,9.0,19546.0
5442,5,2,2.0,4468.0
5443,5,0,8.0,19546.0
5444,5,2,3.0,13962.0
5445,5,0,3.0,3012.0
5446,5,0,2.0,7400.0
5447,5,0,4.0,46074.0
5448,5,2,7.0,39665.0
5449,5,1,2.0,5026.0
5450,5,0,1.0,5585.0
5451,5,0,2.0,3348.0
5452,5,2,8.0,27923.0
5453,5,0,0.5,8377.0
5454,5,0,3.0,7536.0
5455,5,0,7.0,37697.0
5456,5,0,2.0,7679.0
5457,5,0,1.0,4188.0
5458,5,0,0.5,16752.0
5459,5,0,5.0,27923.0
5460,5,0,4.0,30716.0
5461,5,0,8.0,38395.0
5462,5,2,2.0,9216.0
5463,5,0,7.0,29320.0
5464,5,2,10.0,46074.0
5465,5,0,2.0,11867.0
5466,5,0,1.0,1680.0
5467,5,0,3.0,6981.0
5468,5,0,3.0,22339.0
5469,5,0,6.0,20943.0
5470,5,2,6.0,20100.0
5471,5,2,2.0,5028.0
5472,5,0,7.0,25131.0
5473,5,2,3.0,5028.0
5474,5,0,4.0,12192.0
5475,5,0,2.0,30156.0
5476,5,2,5.0,11169.0
5477,5,1,3.0,4188.0
5478,5,0,6.0,25131.0
5479,5,2,6.0,37697.0
5480,5,0,4.0,16752.0
5481,5,0,9.0,36300.0
5482,5,0,2.0,4188.0
5483,5,0,3.0,15358.0
5484,5,0,2.0,8768.0
5485,5,0,1.0,7679.0
5486,5,0,3.0,18150.0
5487,5,0,2.0,7536.0
5488,5,0,0.5,4188.0
5489,5,0,4.0,26178.0
5490,5,0,8.0,10896.0
5491,5,2,10.0,13404.0
5492,5,0,9.0,18432.0
5493,5,0,2.0,5868.0
5494,5,0,2.0,12566.0
5495,5,0,1.0,4692.0
5496,5,0,4.0,11052.0
5497,5,0,1.0,20244.0
5498,5,0,4.0,20940.0
5499,5,0,5.0,18432.0
5500,5,0,4.0,16126.0
5501,5,0,6.0,14748.0
5502,5,0,3.0,7888.0
5503,5,0,4.0,15358.0
5504,5,0,2.0,2844.0
5505,5,0,1.0,10611.0
5506,5,0,1.0,4887.0
5507,5,2,0.5,4189.0
5508,5,0,0.5,4188.0
5509,5,0,3.0,27923.0
5510,5,0,1.0,15084.0
5511,5,0,2.0,11169.0
5512,5,2,4.0,6696.0
5513,5,0,6.0,11724.0
5514,5,0,8.0,23460.0
5515,5,0,7.0,21431.0
5516,5,2,3.0,20244.0
5517,5,0,5.0,13404.0
5518,5,0,2.0,11365.0
5519,5,2,2.0,11724.0
5520,5,0,9.0,40489.0
5521,5,0,3.0,5364.0
5522,5,0,3.0,6696.0
5523,5,0,4.0,8376.0
5524,5,1,7.0,16752.0
5525,5,0,2.0,19546.0
5526,5,2,4.0,10056.0
5527,5,0,7.0,26527.0
5528,5,0,7.0,18709.0
5529,5,0,7.0,14748.0
5530,5,0,2.0,41885.0
5531,5,0,3.0,6995.0
5532,5,0,2.0,16140.0
5533,5,0,3.0,12864.0
5534,5,0,7.0,27923.0
5535,5,0,6.0,46074.0
5536,5,0,8.0,30716.0
5537,5,0,4.0,25128.0
5538,5,2,7.0,22339.0
5539,5,0,2.0,8376.0
5540,5,0,0.5,1980.0
5541,5,2,0.5,10056.0
5542,5,2,4.0,27923.0
5543,5,0,6.0,23735.0
5544,5,0,10.0,32112.0
5545,5,0,5.0,5868.0
5546,5,0,2.0,4356.0
5547,5,0,8.0,18150.0
5548,5,0,8.0,15358.0
5549,5,0,6.0,15358.0
5550,5,0,9.0,15912.0
5551,5,0,6.0,26527.0
5552,5,2,2.0,6696.0
5553,5,0,4.0,11169.0
5554,5,2,8.0,13962.0
5555,5,1,5.0,16752.0
5556,5,0,3.0,12564.0
5557,5,0,3.0,20244.0
5558,5,0,4.0,10471.0
5559,5,0,7.0,11724.0
5560,5,0,5.0,22339.0
5561,5,0,5.0,10471.0
5562,5,0,3.0,27923.0
5563,5,0,2.0,5028.0
5564,5,0,4.0,33508.0
5565,5,0,3.0,12845.0
5566,5,0,2.0,9773.0
5567,5,0,4.0,12564.0
5568,5,0,6.0,8377.0
5569,5,0,3.0,13794.0
5570,5,0,8.0,13264.0
5571,5,0,4.0,15358.0
5572,5,2,5.0,33508.0
5573,5,2,7.0,23735.0
5574,5,0,3.0,8377.0
5575,5,0,1.0,3684.0
5576,5,0,3.0,10056.0
5577,5,0,5.0,12566.0
5578,5,0,9.0,46074.0
5579,5,2,3.0,11169.0
5580,5,0,6.0,13404.0
5581,5,0,4.0,19546.0
5582,5,0,0.5,2988.0
5583,5,2,0.5,10800.0
5584,5,1,4.0,8040.0
5585,5,0,6.0,25131.0
5586,5,0,5.0,31274.0
5587,5,0,2.0,6004.0
5588,5,0,1.0,8377.0
5589,5,2,7.0,25131.0
5590,5,0,0.5,4188.0
5591,5,0,2.0,2544.0
5592,5,0,4.0,20943.0
5593,5,0,5.0,25128.0
5594,5,0,9.0,32112.0
5595,5,0,0.5,5585.0
5596,5,0,4.0,16754.0
5597,5,1,3.0,9720.0
5598,5,0,6.0,18150.0
5599,5,2,7.0,25131.0
5600,5,0,3.0,21641.0
5601,5,0,0.5,8377.0
5602,5,0,3.0,13962.0
5603,5,2,4.0,8376.0
5604,5,0,0.5,4607.0
5605,5,0,4.0,30716.0
5606,5,0,1.0,6702.0
5607,5,0,6.0,16866.0
5608,5,0,5.0,10056.0
5609,5,0,5.0,13962.0
5610,5,0,9.0,31637.0
5611,5,1,6.0,35232.0
5612,5,1,1.0,4188.0
5613,5,2,7.0,9731.0
5614,5,0,2.0,7958.0
5615,5,2,6.0,11169.0
5616,5,0,3.0,11169.0
5617,5,0,4.0,18150.0
5618,5,0,1.0,4859.0
5619,5,0,4.0,4800.0
5620,5,0,8.0,46074.0
5621,5,0,6.0,44678.0
5622,5,0,5.0,20105.0
5623,5,0,5.0,11867.0
5624,5,0,3.0,9494.0
5625,5,0,2.0,5028.0
5626,5,0,6.0,23735.0
5627,5,0,3.0,5864.0
5628,5,0,0.5,12564.0
5629,5,0,1.0,6372.0
5630,5,1,2.0,840.0
5631,5,2,2.0,5028.0
5632,5,0,5.0,13404.0
5633,5,2,8.0,19546.0
5634,5,0,0.5,4272.0
5635,5,0,4.0,4020.0
5636,5,0,3.0,6981.0
5637,5,3,3.0,36622.0
5638,5,0,4.0,10890.0
5639,5,2,1.0,3348.0
5640,5,0,0.5,5305.0
5641,5,2,6.0,34000.0
5642,5,0,4.0,32112.0
5643,5,0,4.0,5028.0
5644,5,1,0.5,16800.0
5645,5,0,6.0,20384.0
5646,5,2,10.0,43979.0
5647,5,0,7.0,23735.0
5648,5,2,0.5,9384.0
5649,5,2,2.0,3012.0
5650,5,0,4.0,9960.0
5651,5,2,1.0,36300.0
5652,5,0,3.0,13962.0
5653,5,0,8.0,30716.0
5654,5,0,3.0,3348.0
5655,5,2,6.0,5682.0
5656,5,0,5.0,16754.0
5657,5,0,7.0,16752.0
5658,5,0,2.0,5026.0
5659,5,0,0.5,19546.0
5660,5,0,8.0,27923.0
5661,5,0,10.0,20943.0
5662,5,0,3.0,9299.0
5663,5,3,2.0,7536.0
5664,5,0,7.0,8376.0
5665,5,0,2.0,8656.0
5666,5,0,3.0,4398.0
5667,5,0,6.0,41885.0
5668,5,0,2.0,6696.0
5669,5,0,7.0,20943.0
5670,5,0,6.0,11169.0
5671,5,0,4.0,15084.0
5672,5,2,1.0,4020.0
5673,5,0,5.0,20943.0
5674,5,0,8.0,12566.0
5675,5,0,4.0,5868.0
5676,5,0,9.0,4189.0
5677,5,2,3.0,19546.0
5678,5,2,3.0,11169.0
5679,5,0,3.0,13962.0
5680,5,2,10.0,12564.0
5681,5,0,2.0,5028.0
5682,5,0,5.0,25131.0
5683,5,0,2.0,12566.0
5684,5,2,7.0,23735.0
5685,5,0,2.0,32112.0
5686,5,2,8.0,17731.0
5687,5,0,3.0,15358.0
5688,5,0,8.0,12564.0
5689,5,2,3.0,12564.0
5690,5,0,2.0,11588.0
5691,5,0,7.0,36864.0
5692,5,0,7.0,9773.0
5693,5,0,6.0,13404.0
5694,5,0,7.0,16752.0
5695,5,2,6.0,8376.0
5696,5,0,4.0,13962.0
5697,5,0,3.0,18616.0
5698,5,0,4.0,8376.0
5699,5,2,2.0,4188.0
5700,5,0,2.0,36300.0
5701,5,0,8.0,12845.0
5702,5,0,2.0,8377.0
5703,5,0,2.0,6540.0
5704,5,2,3.0,32182.0
5705,5,0,0.5,4860.0
5706,5,0,4.0,6283.0
5707,5,0,5.0,18150.0
5708,5,0,9.0,33508.0
5709,5,0,10.0,26527.0
5710,5,2,6.0,33508.0
5711,5,1,2.0,3348.0
5712,5,2,2.0,6981.0
5713,5,0,6.0,44678.0
5714,5,0,2.0,9773.0
5715,5,2,7.0,16752.0
5716,5,0,7.0,16752.0
5717,5,0,8.0,12286.0
5718,5,0,3.0,13962.0
5719,5,0,1.0,27923.0
5720,5,0,5.0,41885.0
5721,5,0,6.0,18150.0
5722,5,0,3.0,5585.0
5723,5,2,2.0,6696.0
5724,5,0,2.0,4189.0
5725,5,2,4.0,19546.0
5726,5,0,4.0,39093.0
5727,5,0,0.5,6004.0
5728,5,2,2.0,8376.0
5729,5,0,3.0,10056.0
5730,5,0,0.5,13962.0
5731,5,0,0.5,25131.0
5732,5,0,1.0,29320.0
5733,5,2,1.0,3490.0
5734,5,0,10.0,27560.0
5735,5,0,2.0,12705.0
5736,5,0,6.0,13404.0
5737,5,0,5.0,13264.0
5738,5,2,2.0,4188.0
5739,5,0,1.0,10471.0
5740,5,0,1.0,840.0
5741,5,0,3.0,27923.0
5742,5,0,0.5,32112.0
