,Country,EdLevel,YearsCodePro,Salary
552,1,1,3.0,9624.0
553,1,1,10.0,19242.0
554,1,2,3.0,8244.0
555,1,1,0.5,4944.0
556,1,1,4.0,8244.0
557,1,1,3.0,10992.0
558,1,0,8.0,23364.0
559,1,0,4.0,18696.0
560,1,1,9.0,38484.0
561,1,1,6.0,19788.0
562,1,0,3.0,8244.0
563,1,0,9.0,13740.0
564,1,0,10.0,34356.0
565,1,0,4.0,41232.0
566,1,0,3.0,10992.0
567,1,0,9.0,13200.0
568,1,1,7.0,11544.0
569,1,0,10.0,38683.0
570,1,2,3.0,13740.0
571,1,0,0.5,5496.0
572,1,1,10.0,30240.0
573,1,0,4.0,19236.0
574,1,0,2.0,16488.0
575,1,0,3.0,8796.0
576,1,0,4.0,23088.0
577,1,0,9.0,33480.0
578,1,2,3.0,20502.0
579,1,0,2.0,17868.0
580,1,0,10.0,19236.0
581,1,0,8.0,22188.0
582,1,1,2.0,12372.0
583,1,0,6.0,2291.0
584,1,0,8.0,25560.0
585,1,1,3.0,12096.0
586,1,0,9.0,30240.0
587,1,1,3.0,3660.0
588,1,0,4.0,19236.0
589,1,0,6.0,17868.0
590,1,0,3.0,10992.0
591,1,0,2.0,10992.0
592,1,1,2.0,13740.0
593,1,2,2.0,16035.0
594,1,0,5.0,21996.0
595,1,0,7.0,27492.0
596,1,0,3.0,14844.0
597,1,0,8.0,15396.0
598,1,0,1.0,13200.0
599,1,1,3.0,17040.0
600,1,0,2.0,8424.0
601,1,0,2.0,7152.0
602,1,0,1.0,9624.0
603,1,0,3.0,27492.0
604,1,1,3.0,21996.0
605,1,0,4.0,23364.0
606,1,0,0.5,6876.0
607,1,0,0.5,6324.0
608,1,0,8.0,23364.0
609,1,1,1.0,6876.0
610,1,1,2.0,6048.0
611,1,0,3.0,27492.0
612,1,1,8.0,26112.0
613,1,0,2.0,6876.0
614,1,2,1.0,24744.0
615,1,1,2.0,19927.0
616,1,1,3.0,20616.0
617,1,0,7.0,10992.0
618,1,0,10.0,32988.0
619,1,0,10.0,24744.0
620,1,0,4.0,27488.0
621,1,1,7.0,24744.0
622,1,0,0.5,6876.0
623,1,0,10.0,13740.0
624,1,0,5.0,6876.0
625,1,0,3.0,17868.0
626,1,0,5.0,16488.0
627,1,1,2.0,8868.0
628,1,0,2.0,23364.0
629,1,2,10.0,30240.0
630,1,1,0.5,5364.0
631,1,1,3.0,24744.0
632,1,1,10.0,10992.0
633,1,0,3.0,16488.0
634,1,0,1.0,16488.0
635,1,0,7.0,52224.0
636,1,2,9.0,20616.0
637,1,3,5.0,21996.0
638,1,2,3.0,16488.0
639,1,0,4.0,34776.0
640,1,2,7.0,49476.0
641,1,2,2.0,6048.0
642,1,1,3.0,32986.0
643,1,1,10.0,38484.0
644,1,1,5.0,10992.0
645,1,0,2.0,38484.0
646,1,0,5.0,10440.0
647,1,0,8.0,30240.0
648,1,0,4.0,6876.0
649,1,0,3.0,27492.0
650,1,1,3.0,6336.0
651,1,0,4.0,21996.0
652,1,2,9.0,32988.0
653,1,0,3.0,16488.0
654,1,2,4.0,16488.0
655,1,0,6.0,21996.0
656,1,1,5.0,14844.0
657,1,0,3.0,8400.0
658,1,0,2.0,13744.0
659,1,2,5.0,21996.0
660,1,0,6.0,31608.0
661,1,0,7.0,30000.0
662,1,0,8.0,17112.0
663,1,1,4.0,17868.0
664,1,0,1.0,4668.0
665,1,0,10.0,24744.0
666,1,3,3.0,20616.0
667,1,0,4.0,24744.0
668,1,1,4.0,21996.0
669,1,1,4.0,35736.0
670,1,0,3.0,16488.0
671,1,1,2.0,19236.0
672,1,0,8.0,23364.0
673,1,0,0.5,3300.0
674,1,1,3.0,27708.0
675,1,0,7.0,31608.0
676,1,0,3.0,14889.0
677,1,0,6.0,15120.0
678,1,0,2.0,23364.0
679,1,0,10.0,21996.0
680,1,1,3.0,9624.0
681,1,1,2.0,10992.0
682,1,0,8.0,7692.0
683,1,0,10.0,21996.0
684,1,1,8.0,13740.0
685,1,0,0.5,16488.0
686,1,1,8.0,27492.0
687,1,0,4.0,6876.0
688,1,0,7.0,21996.0
689,1,1,0.5,10176.0
690,1,0,10.0,10992.0
691,1,0,8.0,6876.0
692,1,0,6.0,16035.0
693,1,0,5.0,31608.0
694,1,0,5.0,30240.0
695,1,0,2.0,4128.0
696,1,0,5.0,27816.0
697,1,0,8.0,10140.0
698,1,0,9.0,13740.0
699,1,1,4.0,27492.0
700,1,3,3.0,7416.0
701,1,0,3.0,6492.0
702,1,0,2.0,15120.0
703,1,0,6.0,20748.0
704,1,0,4.0,13740.0
705,1,1,1.0,5496.0
706,1,1,4.0,5496.0
707,1,3,10.0,23364.0
708,1,1,4.0,12599.0
709,1,0,4.0,18696.0
710,1,0,3.0,8244.0
711,1,0,10.0,12372.0
712,1,0,9.0,10992.0
713,1,1,9.0,15120.0
714,1,0,4.0,45814.0
715,1,0,5.0,4404.0
716,1,0,2.0,8244.0
717,1,3,0.5,3852.0
718,1,1,10.0,27492.0
719,1,1,1.0,6876.0
720,1,0,2.0,4128.0
721,1,0,2.0,6708.0
722,1,0,4.0,41232.0
723,1,1,1.0,4128.0
724,1,0,3.0,14844.0
725,1,0,10.0,27492.0
726,1,0,4.0,41232.0
727,1,0,3.0,16488.0
728,1,0,6.0,17868.0
729,1,0,4.0,13740.0
730,1,0,7.0,35736.0
731,1,2,7.0,16488.0
732,1,0,10.0,16493.0
733,1,1,2.0,5496.0
734,1,2,5.0,26388.0
735,1,2,4.0,35736.0
736,1,0,2.0,16493.0
737,1,1,1.0,3852.0
738,1,0,4.0,15120.0
739,1,2,6.0,15672.0
740,1,1,7.0,21996.0
741,1,0,5.0,5904.0
742,1,1,2.0,21996.0
743,1,3,5.0,15396.0
744,1,0,2.0,12372.0
745,1,0,7.0,32988.0
746,1,0,3.0,10992.0
747,1,0,10.0,22260.0
748,1,1,7.0,28584.0
749,1,1,3.0,13740.0
750,1,1,2.0,9624.0
751,1,0,4.0,10440.0
752,1,0,8.0,21996.0
753,1,2,10.0,25284.0
754,1,0,4.0,13740.0
755,1,0,6.0,38484.0
756,1,1,5.0,24121.0
757,1,0,3.0,10992.0
758,1,0,3.0,7692.0
759,1,0,3.0,21996.0
760,1,0,2.0,23088.0
761,1,0,8.0,17700.0
762,1,1,3.0,13740.0
763,1,1,2.0,12540.0
764,1,0,3.0,14004.0
765,1,1,2.0,29779.0
766,1,0,1.0,21996.0
767,1,0,1.0,11544.0
768,1,0,8.0,16488.0
769,1,0,2.0,10992.0
770,1,0,5.0,28977.0
771,1,1,10.0,21168.0
772,1,0,2.0,8244.0
773,1,1,0.5,4788.0
774,1,1,3.0,10992.0
775,1,0,5.0,32988.0
776,1,1,4.0,28860.0
777,1,0,2.0,19236.0
778,1,0,0.5,3300.0
779,1,1,2.0,5496.0
780,1,2,4.0,43980.0
781,1,1,3.0,23916.0
782,1,0,7.0,14637.0
783,1,2,9.0,28044.0
784,1,0,3.0,12372.0
785,1,1,4.0,32988.0
786,1,1,4.0,18420.0
787,1,0,4.0,9624.0
788,1,0,10.0,38484.0
789,1,0,5.0,8244.0
790,1,2,3.0,9624.0
791,1,0,3.0,39400.0
792,1,1,10.0,30240.0
793,1,0,7.0,23823.0
794,1,1,4.0,10992.0
795,1,1,0.5,5496.0
796,1,1,5.0,35736.0
797,1,0,5.0,43980.0
798,1,1,2.0,5496.0
799,1,1,10.0,18756.0
800,1,1,5.0,30240.0
801,1,1,2.0,17316.0
802,1,0,3.0,21372.0
803,1,0,10.0,49476.0
804,1,0,5.0,21996.0
805,1,0,4.0,24744.0
806,1,1,0.5,10995.0
807,1,0,4.0,37104.0
808,1,0,5.0,21762.0
809,1,0,0.5,7692.0
810,1,3,2.0,6600.0
811,1,1,2.0,13740.0
812,1,1,2.0,38484.0
813,1,0,2.0,17868.0
814,1,1,1.0,3432.0
815,1,2,4.0,15120.0
816,1,0,7.0,18696.0
817,1,0,8.0,19788.0
818,1,0,3.0,8244.0
819,1,0,3.0,23364.0
820,1,0,5.0,21996.0
821,1,1,4.0,15120.0
822,1,1,7.0,49476.0
823,1,1,7.0,27492.0
824,1,2,3.0,15120.0
825,1,1,5.0,20616.0
826,1,1,10.0,17184.0
827,1,1,6.0,41232.0
828,1,1,3.0,7692.0
829,1,2,5.0,41232.0
830,1,0,7.0,32988.0
831,1,0,4.0,32070.0
832,1,0,1.0,8244.0
833,1,0,3.0,16560.0
834,1,0,3.0,21996.0
835,1,0,5.0,24739.0
836,1,1,4.0,8796.0
837,1,0,5.0,43980.0
838,1,0,6.0,9900.0
839,1,0,8.0,19932.0
840,1,0,5.0,17040.0
841,1,1,5.0,14568.0
842,1,0,1.0,27492.0
843,1,1,0.5,10992.0
844,1,2,2.0,14292.0
845,1,0,8.0,27492.0
846,1,0,1.0,12372.0
847,1,0,5.0,23364.0
848,1,0,7.0,30240.0
849,1,1,3.0,12648.0
850,1,1,1.0,16764.0
851,1,2,10.0,16488.0
852,1,0,6.0,21996.0
853,1,0,1.0,8244.0
854,1,0,10.0,25427.0
855,1,0,2.0,11544.0
856,1,0,1.0,16488.0
857,1,0,3.0,16932.0
858,1,0,0.5,24744.0
859,1,2,5.0,15120.0
860,1,0,4.0,35184.0
861,1,0,0.5,4944.0
862,1,1,5.0,9624.0
863,1,2,4.0,16488.0
864,1,0,2.0,10176.0
865,1,2,9.0,32988.0
866,1,2,3.0,12372.0
867,1,1,7.0,24744.0
868,1,0,10.0,17316.0
869,1,0,2.0,19236.0
870,1,0,7.0,16488.0
871,1,1,1.0,10992.0
872,1,0,4.0,13740.0
873,1,0,3.0,9900.0
874,1,0,3.0,20064.0
875,1,1,6.0,32757.0
876,1,2,3.0,21991.0
877,1,1,0.5,4128.0
878,1,1,0.5,7416.0
879,1,1,0.5,8244.0
880,1,0,3.0,15120.0
881,1,1,4.0,14016.0
882,1,0,1.0,19236.0
883,1,1,5.0,24744.0
884,1,0,4.0,27492.0
885,1,0,6.0,27492.0
886,1,0,4.0,16488.0
887,1,0,4.0,18096.0
888,1,1,4.0,4944.0
889,1,0,7.0,30240.0
890,1,1,2.0,15120.0
891,1,0,4.0,19236.0
892,1,2,4.0,12372.0
893,1,1,10.0,13740.0
894,1,2,7.0,19236.0
895,1,0,8.0,20616.0
896,1,2,5.0,13740.0
897,1,0,7.0,10992.0
898,1,1,0.5,3576.0
899,1,0,1.0,6876.0
900,1,0,6.0,22536.0
901,1,1,2.0,9072.0
902,1,1,5.0,30240.0
903,1,1,1.0,6048.0
904,1,0,4.0,17868.0
905,1,0,8.0,19236.0
906,1,1,4.0,9624.0
907,1,0,2.0,20256.0
908,1,0,8.0,54120.0
909,1,0,1.0,4128.0
910,1,1,10.0,11820.0
911,1,0,5.0,9621.0
912,1,2,5.0,32988.0
913,1,1,0.5,10440.0
914,1,0,6.0,24744.0
915,1,1,4.0,12372.0
916,1,2,6.0,34908.0
917,1,0,1.0,19236.0
918,1,0,8.0,16488.0
919,1,0,3.0,8244.0
920,1,1,5.0,13740.0
921,1,0,4.0,5496.0
922,1,0,1.0,10992.0
923,1,0,2.0,20616.0
924,1,1,2.0,7692.0
925,1,1,3.0,11772.0
926,1,0,8.0,20616.0
